!Boat,Utc,BSP,AWA,AWS,TWA,TWS,TWD,Set,Drift,HDG,SeaTemp,Depth,Heel,Trim,ROT,PDOP,Lat,Lon,COG,SOG,Heave
!boat,0,1,2,3,4,5,6,11,12,13,15,17,18,19,32,41,48,49,50,51,268
!v12.5.1
0,45859.15332,1,6.07,2,33.39,3,13.39,4,58.75,5,8.53,6,66.51,13,7.76,17,238.20,18,-12.127,19,1.167,32,0.011,41,0.850,48,44.3436690,49,-86.5743958,50,5.17,51,5.79,268,-1.876
0,45859.15333,1,6.16,2,33.18,3,13.39,4,57.98,5,8.55,6,66.28,13,8.30,17,237.97,18,-12.376,19,1.424,32,0.000,41,0.850,48,44.3436925,49,-86.5743956,50,5.27,51,6.16,268,-1.922
0,45859.15334,1,6.30,2,32.99,3,13.41,4,57.20,5,8.59,6,65.61,13,8.41,17,237.97,18,-12.464,19,0.945,32,0.009,41,1.000,48,44.3437168,49,-86.5743947,50,3.79,51,6.00,268,-1.953
0,45859.15335,1,6.11,2,32.84,3,13.41,4,56.82,5,8.59,6,65.60,13,8.78,17,237.97,18,-12.251,19,1.116,32,0.004,41,0.700,48,44.3437407,49,-86.5743941,50,4.98,51,5.99,268,-2.019
0,45859.15336,1,6.27,2,32.54,3,13.36,4,56.37,5,8.56,6,65.27,13,8.90,17,237.97,18,-13.286,19,1.131,32,-0.009,41,0.850,48,44.3437688,49,-86.5743939,50,3.08,51,6.26,268,-2.073
0,45859.15337,1,6.66,2,32.46,3,13.34,4,56.23,5,8.55,6,64.73,13,8.51,17,237.97,18,-13.374,19,0.802,32,-0.000,41,0.850,48,44.3437892,49,-86.5743939,50,4.78,51,6.05,268,-2.075
0,45859.15338,1,7.18,2,32.09,3,13.34,4,55.94,5,8.52,6,64.56,13,8.62,18,-14.128,19,1.127,32,0.004,41,0.850,48,44.3438143,49,-86.5743920,50,3.33,51,5.96,268,-2.155
0,45859.15339,1,6.39,2,32.37,3,13.33,4,56.93,5,8.51,6,65.91,13,8.97,17,237.97,18,-14.408,19,1.238,32,0.010,41,0.850,48,44.3438392,49,-86.5743908,50,2.90,51,6.08,268,-2.208
0,45859.15340,1,6.95,2,32.43,3,13.37,4,56.80,5,8.54,6,66.25,13,9.45,17,237.97,18,-13.815,19,1.088,32,-0.003,41,0.850,48,44.3438613,49,-86.5743891,50,4.57,51,6.10,268,-2.268
0,45859.15341,1,6.51,2,33.15,3,13.35,4,58.02,5,8.55,6,66.77,13,8.76,17,237.97,18,-12.823,19,1.117,32,-0.006,41,1.000,48,44.3438892,49,-86.5743865,50,3.95,51,6.18,268,-2.279
0,45859.15342,1,6.50,2,33.12,3,13.35,4,57.89,5,8.57,6,66.74,13,8.85,17,237.97,18,-13.054,19,1.122,32,-0.010,41,0.700,48,44.3439109,49,-86.5743847,50,4.48,51,6.09,268,-2.316
0,45859.15343,1,6.46,2,33.56,3,13.34,4,58.61,5,8.57,6,67.17,13,8.56,17,237.97,18,-13.305,19,0.880,32,0.015,41,0.850,48,44.3439362,49,-86.5743844,50,4.18,51,5.79,268,-2.350
0,45859.15344,1,6.57,2,33.18,3,13.32,4,58.03,5,8.56,6,66.93,13,8.90,17,237.97,18,-12.363,19,0.866,32,-0.010,41,0.850,48,44.3439613,49,-86.5743829,50,3.36,51,6.26,268,-2.366
0,45859.15345,1,6.67,2,32.59,3,13.28,4,57.47,5,8.50,6,65.55,13,8.08,18,-13.502,19,1.434,32,-0.018,41,0.850,48,44.3439887,49,-86.5743840,50,2.12,51,6.09,268,-2.363
0,45859.15346,1,6.64,2,31.79,3,13.29,4,56.32,5,8.46,6,64.07,13,7.75,17,237.97,18,-13.487,19,1.007,32,-0.008,41,0.850,48,44.3440141,49,-86.5743836,50,1.39,51,6.26,268,-2.412
0,45859.15347,1,6.47,2,31.72,3,13.32,4,55.94,5,8.49,6,63.21,13,7.27,17,237.97,18,-13.380,19,1.015,32,-0.002,41,0.850,48,44.3440364,49,-86.5743838,50,3.08,51,6.15,268,-2.435
0,45859.15348,1,6.50,2,31.90,3,13.35,4,55.87,5,8.53,6,62.38,13,6.51,17,237.97,18,-11.405,19,1.546,32,-0.029,48,44.3440604,49,-86.5743818,50,1.75,51,6.04,268,-2.412
0,45859.15349,1,6.57,2,31.99,3,13.34,4,56.05,5,8.52,6,61.92,13,5.87,18,-13.081,19,0.930,32,-0.014,41,0.850,48,44.3440737,49,-86.5743804,50,0.95,51,6.22,268,-2.431
